,numeroMuseo,numeroCampo,familia,genero,especie,localidad,latitud,longitud,fechaInicioColeccion,colector,altitudMax,altitudMin,year,5years,decade,institutionCode,scientificName,catalogNumber,Locacion,Elevation,geometry,elevation,elev_category
43,QCA20409,8884,Betulaceae,Alnus,acuminata,"Carretera Chiquintad a Represa Elctrica Labrado, 13 km del partidero de la llantera.",-2.85,-79.0167,,J. Jaramillo,2780.0,,,,,QCA,Alnus acuminata,,,,POINT (-79.0167 -2.85),[2711.],2500-3000
44,QCA20410,890,Betulaceae,Alnus,acuminata,"V¡a Mitad del  Mundo a Calacal¡, Hcda. El Cisne.",-0.1,-78.65,1979-03-31T00:00:00,J. Jaramillo,2000.0,3000.0,1979.0,1975.0,1970.0,QCA,Alnus acuminata,,,,POINT (-78.65 -0.1),[2390.],2001-2500
45,QCA20411,8923B,Betulaceae,Alnus,acuminata,"Carretero Partidero Llantera a Chiquintad a Represa de la Empresa Elctrica a Labrado, km 33.",-2.85,-79.0167,1986-08-07T00:00:00,J. Jaramillo,3000.0,,1986.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-79.0167 -2.85),[2711.],2500-3000
46,QCA20412,14,Betulaceae,Alnus,acuminata,"Cerro Villonaco. Loja a Pedestal a La Toma, km 8. Old road Loja a La Toma.",-4.01889,-79.2447,1994-04-10T00:00:00,P.M. Jrgensen,2340.0,,1994.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-79.2447 -4.01889),[2452.],2001-2500
47,QCA20413,468,Betulaceae,Alnus,acuminata,"Loja to Saraguro, km 18.",-3.90222,-79.2483,1994-04-21T00:00:00,P.M. Jrgensen,2610.0,,1994.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-79.2483 -3.90222),[2405.],2001-2500
48,QCA20414,2490,Betulaceae,Alnus,acuminata,"R¡o Leones, N O¤a on Cuenca to Loja road.",-3.28333,-79.1667,1991-02-14T00:00:00,M. Kessler,1820.0,,1991.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-79.1667 -3.28333),[2917.],2500-3000
49,QCA20415,1486,Betulaceae,Alnus,acuminata,Ingapirca Parish.,-2.5,-78.8833,1991-12-15T00:00:00,E. Kohn,3200.0,,1991.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-78.8833 -2.5),[3568.],> 3500
50,QCA20416,47235,Betulaceae,Alnus,acuminata,Tungurahua volcano. North side along the trail from Ba¤os to the refugee.,-1.43333,-78.45,1983-11-18T00:00:00,J. Korning,3300.0,,1983.0,1980.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.45 -1.43333),[2921.],2500-3000
51,QCA20417,101127,Betulaceae,Alnus,acuminata,km 9 Yahuarcocha to Mariano Acosta.,0.366667,-78.05,1992-02-07T00:00:00,S. Lgaard,2900.0,,1992.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-78.05 0.366667),[3034.],3000-3500
52,QCA20418,101251,Betulaceae,Alnus,acuminata,El µngel a Mira km 3.,0.616667,-77.9667,1992-02-13T00:00:00,S. Lgaard,2950.0,,1992.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-77.9667 0.616667),[3113.],3000-3500
53,QCA20419,101416,Betulaceae,Alnus,acuminata,Reserva Geobot nica Pasochoa.,-0.35,-78.4833,1992-02-23T00:00:00,S. Lgaard,3100.0,3400.0,1992.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-78.4833 -0.35),[2528.],2500-3000
54,QCA20420,102020,Betulaceae,Alnus,acuminata,Saraguro a km 13.,-3.55,-79.1833,1992-03-29T00:00:00,S. Lgaard,2850.0,,1992.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-79.1833 -3.55),[3025.],3000-3500
55,QCA20421,54161,Betulaceae,Alnus,acuminata,Volc n Pasochoa. Above house of Fundation Natura.,-0.45,-78.5167,1985-04-27T00:00:00,S. Lgaard,2800.0,3300.0,1985.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.5167 -0.45),[3298.],3000-3500
56,QCA20422,114,Betulaceae,Alnus,acuminata,"Sendero San Pedro de Vilcabamba Laguna Banderilla, 6 km al este de San Pedro de Vilcabamba.",-4.25,-79.2333,1985-08-14T00:00:00,B.B. Larsen,2200.0,2400.0,1985.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-79.2333 -4.25),[1504.],1501-2000
57,QCA20423,3590,Betulaceae,Alnus,acuminata,Colecci¢n en el camino al valle de Llavinco antes del primer puente.,-2.83333,-79.3333,1995-07-07T00:00:00,B. Le¢n,3300.0,,1995.0,1995.0,1990.0,QCA,Alnus acuminata,,,,POINT (-79.3333 -2.83333),[4367.],> 3500
58,QCA20424,2497,Betulaceae,Alnus,acuminata,31 km S of centre of Cuenca on road to Loja.,-3.13333,-79.0333,1996-08-16T00:00:00,G.P. Lewis,2960.0,3060.0,1996.0,1995.0,1990.0,QCA,Alnus acuminata,,,,POINT (-79.0333 -3.13333),[3312.],3000-3500
59,QCA20425,273,Betulaceae,Alnus,acuminata,"2,4 km N of Bibli n along W side of river.",-2.76667,-78.9333,1971-05-17T00:00:00,B. MacBryde,2675.0,,1971.0,1970.0,1970.0,QCA,Alnus acuminata,,,,POINT (-78.9333 -2.76667),[2703.],2500-3000
60,QCA20426,742,Betulaceae,Alnus,acuminata,"Faldas sur del Pichincha, carretero viejo a Chiriboga.",-0.166667,-78.6,1987-06-06T00:00:00,P. Mena,2900.0,,1987.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.6 -0.166667),[4501.],> 3500
61,QCA20427,4967,Betulaceae,Alnus,acuminata,Uritusinga - Capilla.  Camino a la Argentina,-4.09833,-79.2369,1996-06-04T00:00:00,B. Merino,2700.0,,1996.0,1995.0,1990.0,QCA,Alnus acuminata,,,,POINT (-79.2369 -4.09833),[2511.],2500-3000
62,QCA20428,28,Betulaceae,Alnus,acuminata,"Hacienda San Ignacio, localizada al sur oriente de Quito, poblaci¢n a Amagua¤a.",-0.416667,-78.55,1987-06-28T00:00:00,N. Montalvo,2700.0,,1987.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.55 -0.416667),[2780.],2500-3000
63,QCA20429,23,Betulaceae,Alnus,acuminata,"Colectada en la Hacienda San Ignacio, localizada al suroriente de Quito, poblaci¢n Amagua¤a.",-0.416667,-78.55,1987-05-17T00:00:00,E. Morales,2700.0,,1987.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.55 -0.416667),[2780.],2500-3000
64,QCA20430,78,Betulaceae,Alnus,acuminata,Cant¢n Otavalo. Parroquia San Luis de Quichincha. Sitio San Alberto.,0.2,-78.3667,1989-10-03T00:00:00,J. Moran,2600.0,,1989.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.3667 0.2),[3144.],3000-3500
65,QCA20431,3422,Betulaceae,Alnus,acuminata,"Corredor La Cocha, cerca de San Juan Via Chiriboga.",-0.3,-78.65,1976-03-30T00:00:00,O. Oldeman,3360.0,,1976.0,1975.0,1970.0,QCA,Alnus acuminata,,,,POINT (-78.65 -0.3),[3082.],3000-3500
66,QCA20432,128,Betulaceae,Alnus,acuminata,"V¡a partidero a Quinoas a Surocucho, en rivera de r¡o Surocucho.",-2.8,-79.1833,1978-02-06T00:00:00,F.I. Ortiz,3100.0,,1978.0,1975.0,1970.0,QCA,Alnus acuminata,,,,POINT (-79.1833 -2.8),[3893.],> 3500
67,QCA20433,1267,Betulaceae,Alnus,acuminata,"Oyacachi, SE of the village.",-0.216667,-78.05,1995-10-27T00:00:00,B. llgaard,3200.0,3250.0,1995.0,1995.0,1990.0,QCA,Alnus acuminata,,,,POINT (-78.05 -0.216667),[3031.],3000-3500
68,QCA20434,38462,Betulaceae,Alnus,acuminata,"Trail Alao to Huamboya, around and above El Placer.",-1.78333,-78.3833,1982-05-08T00:00:00,B. llgaard,2850.0,3400.0,1982.0,1980.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.3833 -1.78333),[2934.],2500-3000
69,QCA20435,18,Betulaceae,Alnus,acuminata,"Hacienda San Ignacio, localizada al Sur oriente de Quito, poblaci¢n de Amagua¤a.",-0.416667,-78.55,1987-05-17T00:00:00,M. Ponce,2700.0,,1987.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.55 -0.416667),[2780.],2500-3000
70,QCA20436,335,Betulaceae,Alnus,acuminata,Mercado San Roque,-0.218611,-78.5097,2006-08-22T00:00:00,J. Putcher,2800.0,,2006.0,2005.0,2000.0,QCA,Alnus acuminata,,,,POINT (-78.5097 -0.218611),[2810.],2500-3000
71,QCA20437,956,Betulaceae,Alnus,acuminata,"Carretera Quito a Palmeras, entre Chiriboga y Palmeras.",-0.268762,-78.834415,1993-01-03T00:00:00,H. QCA,3000.0,,1993.0,1990.0,1990.0,QCA,Alnus acuminata,,,,POINT (-78.834415 -0.268762),[1981.],1501-2000
72,QCA20438,34,Betulaceae,Alnus,acuminata,"Faldas del Pasochoa, colecci¢n al sur.",-0.45,-78.4667,1979-09-28T00:00:00,G. Raza,3000.0,,1979.0,1975.0,1970.0,QCA,Alnus acuminata,,,,POINT (-78.4667 -0.45),[3674.],> 3500
74,QCA20440,9148,Betulaceae,Alnus,acuminata,"Yungay. Huascar n National Park, Quebrada Huaripamba between Park boundary and Quebrada Paria.",-8.96667,-77.55,1985-01-13T00:00:00,D.N. Smith,3780.0,4100.0,1985.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-77.55 -8.96667),[4223.],> 3500
75,QCA20441,2608,Betulaceae,Alnus,acuminata,About 8 km E of Oyacachi on trail to El Chaco.,-0.216667,-78.05,1996-06-04T00:00:00,B. Sthl,3000.0,,1996.0,1995.0,1990.0,QCA,Alnus acuminata,,,,POINT (-78.05 -0.216667),[3031.],3000-3500
76,QCA20442,187,Betulaceae,Alnus,acuminata,"5 to 8 km, v¡a Yangana Toledo.",-4.36667,-79.1667,1986-08-01T00:00:00,C. Ulloa,2260.0,,1986.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-79.1667 -4.36667),[1935.],1501-2000
77,QCA20443,515,Betulaceae,Alnus,acuminata,"Carretero Otavalo to San Jos de Minas, desv¡o de antenas de Televisi¢n.",0.2,-78.2,1987-10-31T00:00:00,C. Ulloa,3200.0,3400.0,1987.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.2 0.2),[2677.],2500-3000
78,QCA20444,1744,Betulaceae,Alnus,acuminata,Quijos Antisana Uni¢n del R¡o Blanco con R¡o Verde; nacimiento del R¡o Quijos. suelo aluvial.,-0.466667,-78.05,1998-06-12T00:00:00,H. Vargas,2680.0,,1998.0,1995.0,1990.0,QCA,Alnus acuminata,,,,POINT (-78.05 -0.466667),[2812.],2500-3000
79,QCA20445,1418,Betulaceae,Alnus,acuminata,"V¡a a  Zamora, a 12 km de la ciudad de Loja.",-3.91667,-79.15,1982-02-23T00:00:00,F. Vivar,2500.0,,1982.0,1980.0,1980.0,QCA,Alnus acuminata,,,,POINT (-79.15 -3.91667),[2470.],2001-2500
80,QCA20446,632,Betulaceae,Alnus,acuminata,Carretera Chillogallo a San Juan-Chiriboga-Empalme. Colecciones en los alrededores de San Juan.,-0.3,-78.65,1985-09-09T00:00:00,V. Zak,3100.0,3260.0,1985.0,1985.0,1980.0,QCA,Alnus acuminata,,,,POINT (-78.65 -0.3),[3082.],3000-3500
